year,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2017,g) 6 to 10,838532,901842,9828331,9889181,33376,3.586,90909,9.769,1375320,223116,1152204,2.256,13.907,1493319,570615,922704,5.770,15.101,-117999,-1.193,27.815,66254,67634,425157
2017,h) 11 to 15,681057,758534,9622521,9676846,26567,3.419,63396,8.160,1247436,236023,1011413,2.439,12.891,1355547,458495,897052,4.738,14.008,-108111,-1.117,25.782,42966,44366,312260
2017,i) 16 to 20,482802,580733,8812639,8830708,19822,3.348,42515,7.181,1072822,215334,857488,2.438,12.149,1111006,347668,763338,3.937,12.581,-38184,-0.432,24.298,27630,28649,203131
2017,j) 21 to 25,381490,490261,8540683,8502562,14743,2.952,32948,6.598,1045962,222180,823782,2.613,12.302,959851,284269,675582,3.343,11.289,86111,1.013,22.578,20506,21491,152355
2017,k) 26+,715634,1088087,23971390,23962283,35516,3.213,70267,6.356,2621495,597810,2023685,2.495,10.940,2604386,772867,1831519,3.225,10.869,17109,0.071,21.737,36986,39481,285741
2017,l) Left Censored,382731,1444101,53150970,53223845,61060,4.180,94582,6.474,5168795,1215302,3953493,2.283,9.711,5329820,1584126,3745694,2.976,10.014,-161025,-0.303,19.423,15111,18195,193573
2018,a) 0,442641,445101,2426405,1213203,445101,200.000,X,X,2426405,2426405,X,200.000,200.000,X,X,X,X,X,2426405,200.000,X,X,X,X
2018,b) 1,344683,349735,2372971,2350307,634,0.160,93910,23.692,626844,15119,611725,0.643,26.671,572738,320938,251800,13.655,24.369,54106,2.302,48.737,72021,72169,263853
2018,c) 2,304416,310473,2317478,2330063,12624,3.810,54363,16.407,458407,46426,411981,1.992,19.674,481437,242277,239160,10.398,20.662,-23030,-0.988,39.347,42450,42703,200278
2018,d) 3,260934,268548,2289811,2303451,11281,3.994,39084,13.838,394480,47512,346968,2.063,17.126,420913,191643,229270,8.320,18.273,-26433,-1.148,34.251,30516,30781,161280
2018,e) 4,232443,242554,2247309,2262182,9173,3.617,31347,12.359,354325,43538,310787,1.925,15.663,383155,169134,214021,7.477,16.937,-28830,-1.274,31.326,24220,24405,139778
2018,f) 5,207705,215347,2046048,2051362,8305,3.702,26252,11.703,325544,46487,279057,2.266,15.870,335064,144772,190292,7.057,16.334,-9520,-0.464,31.739,20282,20518,117391
2018,g) 6 to 10,825640,885025,10090330,10118939,30792,3.365,90722,9.915,1385697,185019,1200678,1.828,13.694,1442207,545114,897093,5.387,14.253,-56510,-0.558,27.388,65726,66976,409190
2018,h) 11 to 15,688624,758384,9419379,9454156,22583,2.903,61911,7.957,1115548,158307,957241,1.674,11.800,1183193,395750,787443,4.186,12.515,-67645,-0.716,23.599,44156,45478,290797
2018,i) 16 to 20,480480,573782,8898798,8961127,16078,2.743,40602,6.928,976217,171254,804963,1.911,10.894,1097521,329583,767938,3.678,12.248,-121304,-1.354,21.788,27422,28636,196725
2018,j) 21 to 25,389665,502545,8829104,8850808,14115,2.754,33951,6.625,1001032,194285,806747,2.195,11.310,1042228,311323,730905,3.517,11.776,-41196,-0.465,22.620,21923,23139,156770
2018,k) 26+,742594,1135287,25575226,25576905,30253,2.620,69418,6.011,2465045,486133,1978912,1.901,9.638,2472145,682063,1790082,2.667,9.666,-7100,-0.028,19.276,39829,41950,285770
2018,l) Left Censored,368034,1413708,53195244,53182349,54029,3.783,83110,5.819,4626257,1010664,3615593,1.900,8.699,4595813,1196664,3399149,2.250,8.642,30444,0.057,17.283,14765,17842,171412
2019,a) 0,453851,456238,2441428,1220714,456238,200.000,X,X,2441428,2441428,X,200.000,200.000,X,X,X,X,X,2441428,200.000,X,X,X,X
2019,b) 1,346939,349841,2450725,2440421,629,0.158,95082,23.946,634824,16124,618700,0.661,26.013,606653,323289,283364,13.247,24.859,28171,1.154,49.717,74298,74364,269315
2019,c) 2,304225,309163,2360528,2367221,13272,4.029,53738,16.314,462625,54904,407721,2.319,19.543,473235,238816,234419,10.088,19.991,-10610,-0.448,39.086,42679,42961,195796
2019,d) 3,274339,280618,2293933,2302173,11884,4.021,41683,14.105,401039,54580,346459,2.371,17.420,415987,190165,225822,8.260,18.069,-14948,-0.649,34.840,32975,33187,159288
2019,e) 4,238648,246558,2257143,2270108,10204,3.964,31975,12.420,357568,51446,306122,2.266,15.751,384092,166075,218017,7.316,16.920,-26524,-1.168,31.502,25264,25440,140209
2019,f) 5,213852,224177,2212515,2232266,8681,3.722,26833,11.504,314422,47053,267369,2.108,14.085,353887,148534,205353,6.654,15.853,-39465,-1.768,28.171,21047,21206,121120
2019,g) 6 to 10,816808,871846,10097570,10140165,31807,3.537,86632,9.634,1328988,220453,1108535,2.174,13.106,1415989,513862,902127,5.068,13.964,-87001,-0.858,26.212,66924,67721,414394
2019,h) 11 to 15,693122,761183,9317682,9382592,24270,3.109,63195,8.095,1074256,188418,885838,2.008,11.449,1205704,386843,818861,4.123,12.850,-131448,-1.401,22.899,46737,47752,297747
2019,i) 16 to 20,478533,570400,8822243,8841326,16889,2.900,40657,6.982,928318,179037,749281,2.025,10.500,969891,288897,680994,3.268,10.970,-41573,-0.470,21.000,28818,29655,190636
2019,j) 21 to 25,393711,508176,9290229,9277876,13184,2.541,34349,6.621,996691,137574,859117,1.483,10.743,964651,260303,704348,2.806,10.397,32040,0.345,20.795,22781,23589,150977
2019,k) 26+,768643,1187313,27234080,27202270,35103,2.915,69185,5.745,2484976,489087,1995889,1.798,9.135,2434639,637231,1797408,2.343,8.950,50337,0.185,17.900,43066,45376,289324
2019,l) Left Censored,354345,1399758,53151431,53107853,51583,3.667,65517,4.657,4262650,939577,3323073,1.769,8.026,4195852,1174670,3021182,2.212,7.901,66798,0.126,15.801,14279,16472,192669
2020,a) 0,456698,460762,2397399,1198700,460762,200.000,X,X,2397399,2397399,X,200.000,200.000,X,X,X,X,X,2397399,200.000,X,X,X,X
2020,b) 1,350454,353370,2405805,2424627,650,0.161,102602,25.375,585163,14364,570799,0.592,24.134,613617,340549,273068,14.045,25.308,-28454,-1.174,48.268,78623,78672,274586
2020,c) 2,302450,305877,2378799,2404592,13789,4.210,57026,17.413,453740,57474,396266,2.390,18.870,504240,252974,251266,10.520,20.970,-50500,-2.100,37.739,44545,44635,211985
2020,d) 3,271655,276886,2317521,2345434,12036,4.109,44031,15.034,396338,52000,344338,2.217,16.898,451085,200877,250208,8.565,19.232,-54747,-2.334,33.797,33872,34107,167151
2020,e) 4,248900,255668,2255470,2274661,10915,4.070,35940,13.401,368060,59100,308960,2.598,16.181,405142,175621,229521,7.721,17.811,-37082,-1.630,32.362,27508,27730,144687
2020,f) 5,217892,225954,2186112,2217003,9226,3.906,29776,12.605,320092,49517,270575,2.234,14.438,381967,155755,226212,7.025,17.229,-61875,-2.791,28.876,22322,22636,128565
2020,g) 6 to 10,826113,885095,10235020,10352229,35477,3.874,96995,10.591,1328550,235843,1092707,2.278,12.833,1563406,580828,982578,5.611,15.102,-234856,-2.269,25.667,71832,72969,441483
2020,h) 11 to 15,665926,732271,9122529,9238525,23066,3.060,66254,8.789,1007145,166278,840867,1.800,10.902,1238545,419112,819433,4.537,13.406,-231400,-2.505,21.803,47291,48460,315459
2020,i) 16 to 20,486490,575073,8745991,8850479,17206,2.921,45301,7.690,842979,142450,700529,1.610,9.525,1052249,310099,742150,3.504,11.889,-209270,-2.365,19.049,31437,32511,213603
2020,j) 21 to 25,385874,495933,9093164,9107335,14398,2.839,36797,7.256,1053850,361520,692330,3.970,11.571,1070348,347306,723042,3.813,11.753,-16498,-0.181,23.143,24432,25559,163329
2020,k) 26+,790251,1232047,28604847,28857398,32414,2.581,80045,6.374,2524469,634113,1890356,2.197,8.748,3032953,771056,2261897,2.672,10.510,-508484,-1.762,17.496,47737,50745,336622
2020,l) Left Censored,338898,1377683,52991077,53059123,50124,3.609,72544,5.223,4424910,995816,3429094,1.877,8.340,4567728,1197367,3370361,2.257,8.609,-142818,-0.269,16.679,14590,17493,172140
2021,a) 0,476071,479347,2182842,1091421,479347,200.000,X,X,2182842,2182842,X,200.000,200.000,X,X,X,X,X,2182842,200.000,X,X,X,X
2021,b) 1,352284,357066,2341703,2362959,967,0.237,104189,25.494,621689,28688,593001,1.214,26.310,654704,330474,324230,13.986,27.707,-33015,-1.397,52.620,85480,85638,265187
2021,c) 2,314191,317576,2274927,2332541,19892,5.934,55196,16.465,454026,77142,376884,3.307,19.465,567086,230660,336426,9.889,24.312,-113060,-4.847,38.930,44651,44740,182774
2021,d) 3,275397,279358,2248940,2308827,15904,5.437,42204,14.428,408259,68318,339941,2.959,17.683,529399,205485,323914,8.900,22.929,-121140,-5.247,35.365,33843,33946,163541
2021,e) 4,250128,256302,2181399,2246451,14720,5.522,35232,13.217,375524,72126,303398,3.211,16.716,506694,176919,329775,7.875,22.555,-131170,-5.839,33.433,28083,28341,140917
2021,f) 5,229975,237438,2103398,2176624,12638,5.126,30903,12.533,326284,60025,266259,2.758,14.990,473410,155217,318193,7.131,21.750,-147126,-6.759,29.981,24419,24637,125676
2021,g) 6 to 10,849183,898488,9592408,9958468,41715,4.491,102432,11.028,1271847,257266,1014581,2.583,12.772,2004830,573439,1431391,5.758,20.132,-732983,-7.360,25.543,78663,79964,441686
2021,h) 11 to 15,632891,704549,8601935,8937309,28845,3.976,70657,9.740,1011528,200690,810838,2.246,11.318,1680136,435657,1244479,4.875,18.799,-668608,-7.481,22.636,51060,52709,296922
2021,i) 16 to 20,495082,578719,8401544,8682141,22139,3.726,53033,8.926,895586,190370,705216,2.193,10.315,1456343,370001,1086342,4.262,16.774,-560757,-6.459,20.631,36768,37903,224527
2021,j) 21 to 25,373589,477686,7949876,8298188,17959,3.661,43625,8.894,760312,171237,589075,2.064,9.162,1455290,345726,1109564,4.166,17.537,-694978,-8.375,18.325,27716,29592,169563
2021,k) 26+,806180,1268303,28635426,29708139,42142,3.247,101636,7.830,2345839,643960,1701879,2.168,7.896,4492280,995019,3497261,3.349,15.121,-2146441,-7.225,15.793,58189,62204,395887
2021,l) Left Censored,322336,1338579,50350367,51728480,57916,4.264,97555,7.182,4006381,1026912,2979469,1.985,7.745,6748123,1334784,5413339,2.580,13.045,-2741742,-5.300,15.490,16331,24287,231908
